stage_no,date,departure,arrival,profile_type,finish_type,rider_rank,rider,rider_slug,model_score,projected_scorito_points,expected_finish_low,expected_finish_high,confidence,uncertainty,role_assumption,specialty_score,ranking_score,historical_similarity_score,recent_profile_evidence_score,recent_course_evidence_score,role_factor,evidence
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,98,TILLER Rasmus,rasmus-tiller,0.04471,0.0,90,106,0.392,high,inferred helper; tactics unconfirmed,0.0003,0.01,0.0,0.2699,0.1533,0.94,"2026 #6 PostNord Tour of Denmark (2.Pro) (hilly; field-class proxy 0.72; one-day race proxy; exact profile unavailable; adjusted 0.120); 2026 #5 4 Jours de Dunkerque / GP des Hauts de France (2.Pro) (hilly; field 204/152; ProfileScore 37, 1616vm, 202.1km; adjusted 0.097)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,99,ROMELE Alessandro,alessandro-romele,0.04418,0.0,91,107,0.394,high,inferred helper; tactics unconfirmed,0.0,0.0018,0.0,0.2832,0.1996,0.94,"2026 #3 Tour de Pologne (2.UWT) (hilly; field 462/157; ProfileScore 17, 878vm, 193.5km; adjusted 0.150); 2026 #5 UAE Tour (2.UWT) (hilly; field 528/156; ProfileScore 49, 1018vm, 118.0km; adjusted 0.132)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,100,VAN DEN BOSSCHE Fabio,fabio-van-den-bossche,0.04384,0.0,94,106,0.522,medium-high,inferred helper; tactics unconfirmed,0.0,0.0014,0.1257,0.185,0.1018,0.94,"2026 #15 Giro d'Italia (2.UWT) (hilly; field 955/168; ProfileScore 181, 3257vm, 202.0km; adjusted 0.076); 2025 #7 Itzulia Basque Country (2.UWT) (hilly; field 696/179; ProfileScore 57, 2063vm, 186.6km; adjusted 0.058)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,101,HOFSTETTER Hugo,hugo-hofstetter,0.04379,0.0,93,109,0.398,high,inferred helper; tactics unconfirmed,0.0009,0.0088,0.0,0.3238,0.0826,0.94,"2026 #5 La Vuelta Ciclista a España (2.UWT) (hilly; field 837/12; ProfileScore 96, 3028vm, 214.3km; adjusted 0.156); 2026 #3 E3 Saxo Classic ME (1.UWT) (hilly; field 197/182; ProfileScore 24, 1483vm, 203.8km; adjusted 0.120)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,102,CRAPS Lars,lars-craps,0.04326,0.0,95,109,0.5,high,inferred helper; tactics unconfirmed,0.0006,0.0028,0.0,0.3181,0.1471,0.94,"2026 #13 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/150; ProfileScore 224, 2946vm, 182.3km; adjusted 0.150); 2026 #8 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/155; ProfileScore 54, 2111vm, 167.4km; adjusted 0.122)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,103,MACÍAS César,cesar-macias-estrada,0.04259,0.0,96,110,0.47,high,inferred helper; tactics unconfirmed,0.0001,0.006,0.0,0.3528,0.0725,0.94,"2026 #1 Tour of Magnificent Qinghai (2.Pro) (mountain; field 116/108; ProfileScore 8, 321vm, 105.4km; adjusted 0.192); 2026 #4 Tour of Magnificent Qinghai (2.Pro) (mountain; field 116/107; ProfileScore 39, 1060vm, 146.0km; adjusted 0.154)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,104,GAFFURI Mattia,mattia-gaffuri,0.04208,0.0,98,110,0.564,medium-high,inferred co-option,0.0,0.0017,0.0,0.2882,0.1839,1.0,"2026 #3 Tour of the Alps (2.Pro) (mountain; field 248/125; ProfileScore 162, 2634vm, 147.5km; adjusted 0.229); 2026 #17 Tour de Suisse (2.UWT) (mountain; field 584/133; ProfileScore 424, 4451vm, 150.7km; adjusted 0.104)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,105,VAN BEKKUM Darren,darren-van-bekkum,0.04073,0.0,99,111,0.601,medium-high,inferred helper; tactics unconfirmed,0.0,0.0004,0.0,0.31,0.142,0.94,"2026 #4 S6 Stage 6 - Gonghe › Gangcha (mountain; field 116/141; ProfileScore 69, 2212vm, 135.5km; adjusted 0.154); 2026 #8 Presidential Cycling Tour of Türkiye (2.Pro) (mountain; field 140/163; ProfileScore 374, 2372vm, 127.9km; adjusted 0.143)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,106,HAYTER Ethan,ethan-hayter,0.04059,0.0,99,113,0.418,high,inferred helper; tactics unconfirmed,0.0002,0.0268,0.0,0.1503,0.0527,0.94,2025 #4 Giro dell'Emilia (1.Pro) (hilly; field-class proxy 0.72; one-day race proxy; exact profile unavailable; adjusted 0.064); 2025 #1 S6 Stage 6 - Bukowina Resort › Bukowina Tatrzańska (hilly; field-class proxy 0.51; one-day race proxy; exact profile unavailable; adjusted 0.059)
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,107,KRUIJSWIJK Steven,steven-kruijswijk,0.04054,0.0,101,113,0.573,medium-high,inferred helper; tactics unconfirmed,0.0705,0.0454,0.0,0.0687,0.0471,0.94,"2025 #23 Giro d'Italia (2.UWT) (mountain; field 946/170; ProfileScore 328, 4908vm, 166.0km; adjusted 0.033); 2024 #10 La Vuelta Ciclista a España (2.UWT) (hilly; field 916/152; ProfileScore 139, 2699vm, 179.5km; adjusted 0.024)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,108,KÄMNA Lennard,lennard-kamna,0.03996,0.0,102,114,0.595,medium-high,inferred helper; tactics unconfirmed,0.0119,0.008,0.0,0.2588,0.1286,0.94,"2025 #8 Tour de Suisse (2.UWT) (mountain; field 642/153; ProfileScore 302, 3887vm, 183.8km; adjusted 0.102); 2025 #10 Tour de Suisse (2.UWT) (mountain; field 642/147; ProfileScore 193, 3144vm, 207.3km; adjusted 0.083)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,109,BOUWMAN Koen,koen-bouwman,0.03974,0.0,103,115,0.62,medium-high,inferred helper; tactics unconfirmed,0.0024,0.0021,0.0,0.2828,0.1537,0.94,"2026 #7 Giro d'Italia (2.UWT) (hilly; field 955/185; ProfileScore 203, 3724vm, 203.0km; adjusted 0.156); 2025 #4 Tour of the Alps (2.Pro) (mountain; field 207/92; ProfileScore 254, 2431vm, 112.2km; adjusted 0.090)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,110,CHUMIL Sergio Geovani,sergio-geovani-chumil-gonzalez,0.03974,0.0,103,117,0.497,high,inferred helper; tactics unconfirmed,0.0003,0.0041,0.0,0.2972,0.1479,0.94,2026 #1 S5 Stage 5 - Caleruega › Lagunas de Neila (hilly; field-class proxy 0.51; one-day race proxy; exact profile unavailable; adjusted 0.131); 2026 #1 S5 Stage 5 - Caleruega › Lagunas de Neila (hilly; field-class proxy 0.51; one-day race proxy; exact profile unavailable; adjusted 0.131)
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,111,OLIVEIRA Ivo,ivo-emanuel-alves,0.03959,0.0,103,119,0.395,high,inferred helper; tactics unconfirmed,0.0039,0.0096,0.0,0.299,0.0584,0.94,"2026 #3 Sibiu Cycling Tour (2.1) (hilly; field-class proxy 0.60; one-day race proxy; exact profile unavailable; adjusted 0.129); 2026 #8 S4 Stage 4 - Mataró › Camprodón (hilly; field 821/171; ProfileScore 76, 1898vm, 167.4km; adjusted 0.119)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,112,GOVEKAR Matevž,matevz-govekar,0.03868,0.0,104,120,0.397,high,inferred helper; tactics unconfirmed,0.0006,0.0028,0.0,0.3132,0.1248,0.94,"2026 #4 Grand Prix de Denain - Porte du Hainaut (1.Pro) (hilly; field 644/186; ProfileScore 55, 2055vm, 194.9km; adjusted 0.156); 2025 #1 Tour de la Provence (2.1) (hilly; field-class proxy 0.72; one-day race proxy; exact profile unavailable; adjusted 0.084)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,113,LEEMREIZE Gijs,gijs-leemreize,0.03802,0.0,107,119,0.596,medium-high,inferred helper; tactics unconfirmed,0.0025,0.0025,0.0,0.2721,0.1467,0.94,"2025 #9 Giro d'Italia (2.UWT) (mountain; field 946/178; ProfileScore 384, 4737vm, 203.0km; adjusted 0.112); 2026 #13 Tour of the Alps (2.Pro) (mountain; field 248/112; ProfileScore 231, 4111vm, 167.8km; adjusted 0.102)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,114,CALZONI Walter,walter-calzoni,0.0375,0.0,108,120,0.563,medium-high,inferred helper; tactics unconfirmed,0.0001,0.0026,0.0,0.2781,0.1239,0.94,"2026 #4 Sibiu Cycling Tour (2.1) (mountain; field 63/143; ProfileScore 183, 2235vm, 157.8km; adjusted 0.140); 2026 #6 Sibiu Cycling Tour (2.1) (mountain; field 63/141; ProfileScore 255, 2626vm, 157.4km; adjusted 0.123)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,115,ROULAND Louis,louis-rouland,0.03671,0.0,108,122,0.493,high,inferred helper; tactics unconfirmed,0.0006,0.0027,0.0,0.2627,0.1407,0.94,"2026 #8 Tour of Oman (2.Pro) (mountain; field 338/123; ProfileScore 215, 1369vm, 155.9km; adjusted 0.165); 2026 #8 Tour de Hongrie (2.Pro) (hilly; field 98/128; ProfileScore 245, 3054vm, 185.2km; adjusted 0.065)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,116,WENZEL Mats,mats-wenzel,0.03607,0.0,109,123,0.423,high,inferred helper; tactics unconfirmed,0.0002,0.0063,0.0,0.2462,0.107,0.94,"2026 #2 O Gran Camiño - The Historical Route (2.1) (hilly; field 96/122; ProfileScore 84, 1681vm, 148.6km; adjusted 0.096); 2026 #8 Tour of Slovenia (2.Pro) (hilly; field 202/125; ProfileScore 108, 2066vm, 133.5km; adjusted 0.075)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,117,RODRIGUEZ Juan Felipe,juan-felipe-rodriguez,0.03541,0.0,111,123,0.599,medium-high,inferred helper; tactics unconfirmed,0.0,0.0005,0.0,0.2971,0.1004,0.94,"2026 #4 Alpes Isère Tour (2.2) (mountain; field 20/102; ProfileScore 258, 4150vm, 152.2km; adjusted 0.107); 2026 #17 Volta ao Algarve em Bicicleta (2.Pro) EF Education - EasyPost (mountain; field 652/172; ProfileScore 188, 2252vm, 148.4km; adjusted 0.094)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,118,BERNARD Julien,julien-bernard,0.03524,0.0,111,125,0.493,high,inferred helper; tactics unconfirmed,0.0065,0.0078,0.0,0.2608,0.0694,0.94,"2026 #8 Circuito de Getxo - Memorial Hermanos Otxoa (1.1) (mountain; field 232/141; ProfileScore 357, 4034vm, 125.0km; adjusted 0.154); 2026 #10 Tour de la Provence (2.1) (mountain; field 160/112; ProfileScore 224, 3188vm, 174.9km; adjusted 0.112)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,119,MARTÍ Pau,pau-marti-soriano,0.03415,0.0,112,126,0.457,high,inferred helper; tactics unconfirmed,0.0,0.005,0.0,0.2451,0.1076,0.94,"2026 #3 Tour du Rwanda (2.1) NSN Development Team (hilly; field 238/174; ProfileScore 140, 2236vm, 177.8km; adjusted 0.119); 2026 #1 Tour du Rwanda (2.1) NSN Development Team (hilly; field 37/91; ProfileScore 100, 1827vm, 134.6km; adjusted 0.082)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,120,BRUSTENGA Marc,marc-brustenga-masague,0.03413,0.0,112,128,0.391,high,inferred helper; tactics unconfirmed,0.0001,0.0033,0.0,0.2638,0.0948,0.94,"2026 #1 Presidential Cycling Tour of Türkiye (2.Pro) (hilly; field 119/132; ProfileScore 54, 1892vm, 174.2km; adjusted 0.118); 2026 #6 S5 Stage 5 - Caleruega › Lagunas de Neila (hilly; field 446/163; ProfileScore 62, 1941vm, 178.0km; adjusted 0.109)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,121,VALTER Attila,attila-valter,0.03379,0.0,114,128,0.486,high,inferred helper; tactics unconfirmed,0.0058,0.0055,0.0,0.2038,0.1431,0.94,"2026 #8 DSSK (Donostia San Sebastian Klasikoa) (1.UWT) (hilly; field-class proxy 0.88; one-day race proxy; exact profile unavailable; adjusted 0.123); 2026 #11 Tour de Hongrie (2.Pro) (hilly; field 153/121; ProfileScore 216, 1969vm, 124.3km; adjusted 0.055)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,122,GOGL Michael,michael-gogl,0.03285,0.0,115,129,0.453,high,inferred helper; tactics unconfirmed,0.0014,0.0013,0.0,0.2093,0.1469,0.94,"2026 #18 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/150; ProfileScore 224, 2946vm, 182.3km; adjusted 0.097); 2026 #1 La Vuelta Ciclista a España (2.UWT) (unknown; field-class proxy 0.88; ProfileScore 1, 124vm, 48.0km; adjusted 0.091)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,123,NYS Thibau,thibau-nys,0.03259,0.0,116,130,0.461,high,inferred helper; tactics unconfirmed,0.0001,0.0004,0.0,0.278,0.1211,0.94,"2026 #4 Tour de Suisse (2.UWT) (hilly; field 185/152; ProfileScore 152, 2964vm, 173.8km; adjusted 0.116); 2024 #1 Tour de Romandie (2.UWT) (mountain; field 688/169; ProfileScore 174, 2716vm, 171.0km; adjusted 0.088)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,124,LANGELLOTTI Victor,victor-langellotti,0.03254,0.0,118,130,0.526,medium-high,inferred helper; tactics unconfirmed,0.0007,0.0012,0.0,0.2499,0.1526,0.94,"2025 #1 Tour de Pologne (2.UWT) (mountain; field 415/145; ProfileScore 161, 2808vm, 147.5km; adjusted 0.155); 2025 #3 Tour de Pologne (2.UWT) (hilly; field 415/166; ProfileScore 111, 2199vm, 149.4km; adjusted 0.070)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,125,LABROSSE Jordan,jordan-labrosse,0.0322,0.0,118,132,0.421,high,inferred helper; tactics unconfirmed,0.0012,0.0028,0.0,0.225,0.1356,0.94,"2026 #4 Vuelta a Burgos (2.Pro) (hilly; field 446/166; ProfileScore 50, 1517vm, 165.0km; adjusted 0.135); 2026 #11 S6 Stage 6 - Goizper-Antzuola › Bergara (hilly; field 683/183; ProfileScore 182, 3567vm, 203.0km; adjusted 0.089)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,126,VAN TRICHT Floris,floris-van-tricht,0.03196,0.0,118,134,0.386,high,inferred helper; tactics unconfirmed,0.0,0.0031,0.0,0.2147,0.1349,0.94,"2026 #2 S2 Stage 2 - Glyngøre › Skive (hilly; field 153/164; ProfileScore 83, 1963vm, 179.0km; adjusted 0.109); 2026 #3 S4 Stage 4 - Broc › Charmey (hilly; field 119/129; ProfileScore 25, 1256vm, 178.4km; adjusted 0.087)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,127,MADOUAS Valentin,valentin-madouas,0.03188,0.0,120,134,0.452,high,inferred helper; tactics unconfirmed,0.0001,0.0074,0.0,0.203,0.1022,0.94,"2026 #14 Tour de Pologne (2.UWT) (hilly; field-class proxy 0.88; one-day race proxy; exact profile unavailable; adjusted 0.073); 2025 #3 Tour de Suisse (2.UWT) (hilly; field 316/164; ProfileScore 18, 1480vm, 203.8km; adjusted 0.062)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,128,THORNLEY Callum,callum-thornley,0.03129,0.0,121,135,0.506,high,inferred helper; tactics unconfirmed,0.0,0.0164,0.0,0.1417,0.0503,0.94,"2025 #4 Sibiu Cycling Tour (2.1) (mountain; field 42/126; ProfileScore 118, 2020vm, 164.8km; adjusted 0.056); 2025 #5 Coppa Agostoni - Giro delle Brianze (1.1) (hilly; field-class proxy 0.60; one-day race proxy; exact profile unavailable; adjusted 0.049)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,129,PORTER Rudy,rudy-porter,0.03117,0.0,122,136,0.487,high,inferred helper; tactics unconfirmed,0.0,0.0003,0.0,0.2043,0.1591,0.94,"2026 #12 Tour of the Alps (2.Pro) (mountain; field 248/125; ProfileScore 183, 3671vm, 174.5km; adjusted 0.110); 2026 #14 Tour of the Alps (2.Pro) (mountain; field 248/112; ProfileScore 231, 4111vm, 167.8km; adjusted 0.094)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,130,ALBANESE Vincenzo,vincenzo-albanese,0.03061,0.0,122,138,0.388,high,inferred helper; tactics unconfirmed,0.0,0.0043,0.0,0.2354,0.0975,0.94,"2026 #3 Boucles de la Mayenne - Crédit Mutuel (2.Pro) (hilly; field 241/141; ProfileScore 161, 3240vm, 215.1km; adjusted 0.130); 2025 #1 Tour de Suisse (2.UWT) (hilly; field 642/163; ProfileScore 99, 2492vm, 177.0km; adjusted 0.097)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,131,BARTA Will,william-barta,0.02955,0.0,125,137,0.557,medium-high,inferred helper; tactics unconfirmed,0.0076,0.0056,0.0,0.2252,0.0645,0.94,"2025 #6 Tour de France (2.UWT) (hilly; field 1711/186; ProfileScore 143, 3309vm, 201.5km; adjusted 0.090); 2026 #16 Tour of Oman (2.Pro) (mountain; field 338/123; ProfileScore 215, 1369vm, 155.9km; adjusted 0.082)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,132,PAASSCHENS Mathijs,mathijs-paasschens,0.02885,0.0,126,138,0.607,medium-high,inferred helper; tactics unconfirmed,0.0003,0.0007,0.1573,0.0361,0.026,0.94,"2026 #25 Volta Comunitat Valenciana (2.Pro) (hilly; field-class proxy 0.72; ProfileScore 0, 934vm, 200.0km; adjusted 0.024); 2024 #11 Skoda Tour de Luxembourg (2.Pro) (hilly; field 129/107; ProfileScore 59, 2134vm, 168.9km; adjusted 0.011)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,133,RENARD-HAQUIN Henri-François,henri-francois-renard-haquin,0.02822,0.0,126,140,0.417,high,inferred helper; tactics unconfirmed,0.0,0.0009,0.0,0.1906,0.1283,0.94,"2026 #2 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/158; ProfileScore 153, 3687vm, 234.3km; adjusted 0.224); 2024 #1 Tour Alsace (2.2) (mountain; field 44/148; ProfileScore 103, 2850vm, 176.0km; adjusted 0.035)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,134,VADER Milan,milan-vader,0.02818,0.0,126,142,0.385,high,inferred helper; tactics unconfirmed,0.0001,0.0005,0.0,0.2113,0.1091,0.94,"2026 #8 Vuelta a Burgos (2.Pro) (hilly; field 446/166; ProfileScore 50, 1517vm, 165.0km; adjusted 0.095); 2026 #7 Settimana Internazionale Coppi e Bartali (2.1) (hilly; field 126/149; ProfileScore 128, 2414vm, 161.1km; adjusted 0.071)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,135,WARBASSE Larry,lawrence-warbasse,0.02805,0.0,128,142,0.451,high,inferred helper; tactics unconfirmed,0.0049,0.0047,0.0,0.1907,0.1134,0.94,"2026 #11 Giro d'Italia (2.UWT) (hilly; field 955/171; ProfileScore 85, 1326vm, 189.0km; adjusted 0.098); 2026 #3 Vuelta a Burgos (2.Pro) (hilly; field 16/114; ProfileScore 156, 3258vm, 198.6km; adjusted 0.072)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,136,COVI Alessandro,alessandro-covi,0.02799,0.0,129,143,0.489,high,inferred helper; tactics unconfirmed,0.0,0.0017,0.0,0.2244,0.0967,0.94,"2025 #2 Tour de Hongrie (2.Pro) (mountain; field 123/129; ProfileScore 129, 1977vm, 162.8km; adjusted 0.090); 2025 #1 Vuelta Asturias Julio Alvarez Mendo (2.1) (mountain; field 65/105; ProfileScore 96, 2980vm, 165.5km; adjusted 0.082)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,137,MARTINEZ Juan Guillermo,guillermo-juan-martinez,0.02794,0.0,131,143,0.556,medium-high,inferred helper; tactics unconfirmed,0.0005,0.0009,0.0,0.2132,0.1072,0.94,"2026 #15 Volta ao Algarve em Bicicleta (2.Pro) (mountain; field 652/172; ProfileScore 188, 2252vm, 148.4km; adjusted 0.112); 2025 #3 Presidential Cycling Tour of Türkiye (2.Pro) (mountain; field 134/171; ProfileScore 293, 2961vm, 115.4km; adjusted 0.094)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,138,CHAMBERLAIN Oscar,oscar-chamberlain,0.02786,0.0,130,146,0.38,high,inferred helper; tactics unconfirmed,0.0,0.0008,0.0,0.1667,0.1387,0.94,"2026 #3 Santos Tour Down Under (2.UWT) (hilly; field-class proxy 0.88; ProfileScore 38, 1894vm, 176.0km; adjusted 0.211); 2024 #4 Istarsko Proljeće - Istrian Spring Trophy (2.2) (hilly; field-class proxy 0.72; ProfileScore 147, 2676vm, 139.2km; adjusted 0.036)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,139,MONIQUET Sylvain,sylvain-moniquet,0.02727,0.0,133,145,0.52,high,inferred helper; tactics unconfirmed,0.0023,0.0041,0.0,0.2004,0.0882,0.94,"2025 #5 Volta Ciclista a Catalunya (2.UWT) (hilly; field 645/153; ProfileScore 173, 1563vm, 88.2km; adjusted 0.067); 2025 #6 Tour de l'Ain (2.1) (mountain; field 90/98; ProfileScore 199, 3350vm, 153.1km; adjusted 0.058)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,140,SENTJENS Sente,sente-sentjens,0.02642,0.0,132,148,0.386,high,inferred helper; tactics unconfirmed,0.0,0.0007,0.0,0.2192,0.0893,0.94,"2026 #2 Presidential Cycling Tour of Türkiye (2.Pro) (hilly; field 140/169; ProfileScore 93, 1962vm, 152.8km; adjusted 0.116); 2025 #2 PostNord Tour of Denmark (2.Pro) Alpecin - Deceuninck (hilly; field-class proxy 0.72; ProfileScore 22, 1558vm, 177.1km; adjusted 0.084)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,141,ALLENO Clément,clement-alleno,0.02532,0.0,134,148,0.447,high,inferred helper; tactics unconfirmed,0.0,0.0045,0.0,0.1592,0.0898,0.94,"2026 #8 Tour of Hainan (2.Pro) (hilly; field 138/137; ProfileScore 43, 938vm, 132.7km; adjusted 0.064); 2025 #5 Arctic Race of Norway (2.Pro) (hilly; field 191/139; ProfileScore 126, 2715vm, 167.0km; adjusted 0.045)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,142,VAN BOVEN Luca,luca-van-boven,0.02446,0.0,134,150,0.383,high,inferred helper; tactics unconfirmed,0.0002,0.0033,0.0,0.1865,0.071,0.94,"2026 #7 4 Jours de Dunkerque / GP des Hauts de France (2.Pro) (hilly; field 275/140; ProfileScore 82, 1677vm, 162.6km; adjusted 0.088); 2025 #2 S6 Stage 6 - Eibar › Eibar (hilly; field 696/179; ProfileScore 57, 2063vm, 186.6km; adjusted 0.082)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,143,SCHULTZ Nick,nick-schultz,0.02442,0.0,136,150,0.41,high,inferred helper; tactics unconfirmed,0.0095,0.0067,0.0,0.1347,0.0785,0.94,"2026 #11 Santos Tour Down Under (2.UWT) (hilly; field 412/150; ProfileScore 169, 2787vm, 148.1km; adjusted 0.079); 2026 #25 Giro d'Italia (2.UWT) (mountain; field 955/169; ProfileScore 334, 2928vm, 113.0km; adjusted 0.061)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,144,MOSCA Jacopo,jacopo-mosca,0.02343,0.0,137,151,0.414,high,inferred helper; tactics unconfirmed,0.0015,0.0021,0.0,0.1661,0.0791,0.94,"2026 #13 S7 Stage 7 - Barcelona › Barcelona (hilly; field 821/165; ProfileScore 97, 2844vm, 151.0km; adjusted 0.077); 2026 #16 S7 Stage 7 - Barcelona › Barcelona (hilly; field 821/171; ProfileScore 76, 1898vm, 167.4km; adjusted 0.057)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,145,THOMPSON Reuben,reuben-thompson,0.02299,0.0,138,152,0.413,high,inferred helper; tactics unconfirmed,0.0003,0.0005,0.0,0.1555,0.103,0.94,"2026 #10 Itzulia Basque Country (2.UWT) (hilly; field 702/156; ProfileScore 154, 2709vm, 152.8km; adjusted 0.102); 2026 #6 Tour du Rwanda (2.1) Lotto - Groupe Wanty (hilly; field 37/91; ProfileScore 100, 1827vm, 134.6km; adjusted 0.053)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,146,KONRAD Patrick,patrick-konrad,0.02296,0.0,139,153,0.448,high,inferred helper; tactics unconfirmed,0.0007,0.001,0.0,0.165,0.1082,0.94,"2025 #9 UAE Tour (2.UWT) (mountain; field 557/138; ProfileScore 145, 1310vm, 176.0km; adjusted 0.080); 2025 #6 Santos Tour Down Under (2.UWT) (hilly; field 358/149; ProfileScore 146, 2648vm, 147.5km; adjusted 0.052)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,147,KLUCKERS Arthur,arthur-kluckers,0.02213,0.0,139,155,0.379,high,inferred helper; tactics unconfirmed,0.0,0.0009,0.0,0.156,0.0977,0.94,"2025 #1 Tour de Pologne (2.UWT) (hilly; field-class proxy 0.88; ProfileScore 44, 1831vm, 138.6km; adjusted 0.113); 2026 #1 Tour de Pologne (2.UWT) (hilly; field 6/59; ProfileScore 43, 1718vm, 143.1km; adjusted 0.072)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,148,URIARTE Diego,diego-uriarte-belzunegi,0.02177,0.0,141,155,0.447,high,inferred helper; tactics unconfirmed,0.0,0.0003,0.0,0.1543,0.0997,0.94,"2026 #6 Volta Comunitat Valenciana (2.Pro) (hilly; field 414/123; ProfileScore 83, 1154vm, 94.7km; adjusted 0.106); 2025 #1 Vuelta a Andalucia Ruta Ciclista Del Sol (2.Pro) (hilly; field 298/117; ProfileScore 22, 1494vm, 194.3km; adjusted 0.067)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,149,APARICIO Mario,mario-aparicio-munoz,0.02168,0.0,142,156,0.514,high,inferred helper; tactics unconfirmed,0.0003,0.0015,0.0,0.1487,0.0908,0.94,"2026 #5 O Gran Camiño - The Historical Route (2.1) (hilly; field 9/114; ProfileScore 171, 2870vm, 166.4km; adjusted 0.051); 2026 #17 O Gran Camiño - The Historical Route (2.1) (mountain; field 96/110; ProfileScore 155, 2137vm, 154.7km; adjusted 0.048)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,150,NOVAK Domen,domen-novak,0.02152,0.0,143,157,0.478,high,inferred helper; tactics unconfirmed,0.0028,0.0028,0.0,0.1307,0.0967,0.94,"2026 #13 Itzulia Basque Country (2.UWT) (mountain; field 702/141; ProfileScore 199, 3081vm, 135.2km; adjusted 0.145); 2026 #6 Circuito de Getxo - Memorial Hermanos Otxoa (1.1) (hilly; field 30/53; ProfileScore 151, 3520vm, 165.0km; adjusted 0.052)"
14,05 September 2026,Jaén,Sierra de la Pandera,mountain,summit,151,RAFFERTY Darren,darren-rafferty,0.02047,0.0,144,158,0.447,high,inferred helper; tactics unconfirmed,0.0003,0.0008,0.0,0.1514,0.0791,0.94,"2025 #4 Tour of Austria (2.1) (hilly; field-class proxy 0.60; one-day race proxy; exact profile unavailable; adjusted 0.053); 2024 #1 Vuelta a Burgos (2.Pro) (hilly; field-class proxy 0.72; ProfileScore 22, 1653vm, 161.0km; adjusted 0.044)"
